id,name,symbol,price_usd,market_cap,ai,gaming,memes,rwa,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,atl,atl_change_percentage
rcade-network,RCADE Network,rcade,0.00206762,0.0,0,1,0,0,6223.0,83301663.0,17974638.0,0.00305157,0.00190009,-0.0008824278521195,-29.91228,0.0,0.0,0.0,40000000000.0,40000000000.0,0.00305157,-31.83545,0.00190009,9.47327
micropets-2,MicroPets,pets,3.938e-05,0.0,0,1,0,0,6223.0,393760.0,6.1,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,10000000000.0,1000000000.0,0.00032638,-87.93564,3.119e-05,26.23538
rock-dao,ROCK DAO,rock,0.00124723,0.0,0,1,0,0,6223.0,7449393.0,1527004.0,0.00125284,0.0012243,1.262e-05,1.02217,0.0,0.0,0.0,5973780169.0,5973780169.0,0.00187988,-33.65473,0.00011738,962.50751
unit,UNIT,$unit,0.03862169,0.0,0,1,0,0,6223.0,9652445.0,261.2,0.03860978,0.03699686,0.00128718,3.44768,0.0,0.0,0.0,250000000.0,250000000.0,0.069578,-44.58239,0.02913261,32.35405
dragon-coin-2,Dragon Coin,$dgn,0.00052164,0.0,0,1,0,0,6223.0,520744.0,257.6,0.00052249,0.00051084,4.3e-06,0.83171,0.0,0.0,0.0,998284731.0,1000000000.0,0.02061428,-97.46548,0.00050255,3.96359
equilibrium,Equilibrium Games,eq,0.01629281,0.0,0,1,0,0,6223.0,1629281.0,574.6,0.01644411,0.01571247,0.00053383,3.38747,0.0,0.0,0.0,100000000.0,100000000.0,2.21,-99.2669,0.00470885,244.70757
g-agents-ai,G-Agents AI,gty,7.915e-05,0.0,0,1,0,0,6223.0,79147.0,7.62,7.915e-05,7.75e-05,6.33632e-07,0.80703,0.0,0.0,0.0,1000000000.0,1000000000.0,0.01080343,-99.26739,7.24e-05,9.31631
waxe,WAXE,waxe,20.67,0.0,0,1,0,0,6223.0,76484356.0,4179.74,20.89,20.04,0.469355,2.3233,0.0,0.0,0.0,3700000.0,1000000000.0,9726.54,-99.78791,16.29,26.60389
arena-token,ArenaSwap,arena,0.00465259,0.0,0,1,0,0,6223.0,2658.34,1.26,0.00465283,0.00462732,1.86e-06,0.04002,0.0,0.0,0.0,571368.0,10000000.0,14.74,-99.96844,0.00410537,13.32953
trumpmaga,TrumpMAGA,$trumaga,4.4492e-08,0.0,0,1,0,0,6223.0,18717.19,14.07,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,420690000000.0,420690000000.0,1.45e-06,-96.92849,6.382e-09,597.09306
chaincade,ChainCade,chaincade,6.45747e-10,0.0,0,1,0,0,6223.0,645747.0,16.6,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,1000000000000000.0,1000000000.0,1.89141e-07,-99.65859,1e-18,54995352078.32317
gameta,Gameta,hip,4.699e-05,0.0,0,1,0,0,6223.0,48596.0,28984.0,9.017e-05,4.646e-05,-9.10423741933e-07,-1.90072,0.0,0.0,0.0,1000000000.0,1000000000.0,0.094143,-99.94722,4.398e-05,12.97299
play-to-create,Doran,drn,0.23321,0.0,0,1,0,0,6223.0,11684820.0,141400.0,0.236061,0.231617,-0.0027964757198956,-1.18491,0.0,0.0,0.0,50000000.0,50000000.0,14.89,-98.4277,0.224825,4.15323
binaryx-2,BinaryX,bnx,3.86,0.0,0,1,0,0,6223.0,955978279.0,100239.0,4.07,3.4,0.356279,10.17954,0.0,0.0,0.0,247936469.298964,1000000000.0,6.58,-41.21808,0.147112,2527.72816
thetan-arena,Thetan World,thg,0.00075723,0.0,0,1,0,0,6223.0,318038.0,555.36,0.00076877,0.0007535,-7.6938340872e-06,-1.00583,0.0,0.0,0.0,420000000.0,420000000.0,21.13,-99.99642,0.00065755,15.09311
captain-tsubasa,Captain Tsubasa,tsugt,0.00071998,0.0,0,1,0,0,6223.0,726815.0,281929.0,0.00074581,0.00071837,-1.317895961539e-06,-0.18271,0.0,0.0,0.0,1000000000.0,1000000000.0,0.235621,-99.69436,0.00071481,0.74737
ioi-token,IOI Token,ioi,0.00038509,0.0,0,1,0,0,6223.0,14441.02,0.351905,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,37500000.0,50000000.0,5.4,-99.99286,7.362e-05,423.08248
nolimitcoin,NoLimitCoin,nlc,0.00224403,0.0,0,1,0,0,6223.0,2010527.0,4206.76,0.00319169,0.00206387,0.00017309,8.35783,0.0,0.0,0.0,896779168.89084,1000000000.0,0.507235,-99.55759,3.35e-06,66981.78115
jetfuel,JetFuel,jtf,2.34083e-07,0.0,0,1,0,0,6223.0,7022.48,614.75,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,30000000000.0,30000000000.0,0.653679,-99.99996,2.19014e-07,6.88045
sacra,SACRA,sacra,0.00039814,0.0,0,1,0,0,6223.0,4024.88,3071.63,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,10109291.0,1000000000.0,0.217472,-99.81692,0.00022688,75.48453
the-killbox-game,The Killbox Game,kbox,8.89e-06,0.0,0,1,0,0,6223.0,56892.0,1.008,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,6400000000.0,10000000000.0,0.183594,-99.99516,8.85e-06,0.45881
agorahub,AgoraHub,aga,0.00521137,0.0,0,1,0,0,6223.0,2591371.0,1148.16,0.00526377,0.00508016,-2.603275771742e-06,-0.04993,0.0,0.0,0.0,500000000.0,500000000.0,0.077031,-93.23263,0.00422722,23.31851
the-winners-circle,The Winners Circle,hrse,0.00198254,0.0,0,1,0,0,6223.0,132831.0,411.22,0.00208779,0.0019825,-0.0001041743400222,-4.99226,0.0,0.0,0.0,67000000.0,500000000.0,0.04878305,-95.93613,0.00198253,-0.00238
tear-2,TEAR,tear,0.05321,0.0,0,1,0,0,6223.0,1527.81,108.92,0.082309,0.05283,-0.0276663699447289,-34.20836,0.0,0.0,0.0,28713.0,10000000.0,2.78,-98.0804,0.05283,0.86662
coke-pets,Coke Pets,ekoc,8.12e-06,0.0,0,1,0,0,6223.0,8115.46,1.42,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,999999987.0,999999987.0,0.01453954,-99.94418,7.65e-06,6.05881
cryptoblades-kingdoms,CryptoBlades Kingdoms,king,8.64e-05,0.0,0,1,0,0,6223.0,86400.0,1.86,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,1000000000.0,1000000000.0,0.868031,-99.99005,7.014e-05,23.18868
treasure-under-sea,Treasure Under Sea,tus,6.11e-06,0.0,0,1,0,0,6223.0,16123.54,9.07,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,2637371791.257199,1000000000.0,0.391002,-99.99844,4.42e-06,38.20629
visiongame,VisionGame,vision,0.00038641,0.0,0,1,0,0,6223.0,386421.0,10355.8,0.00043195,0.00035978,-3.7382938604696e-05,-8.82113,0.0,0.0,0.0,1000000000.0,1000000000.0,0.600629,-99.93562,0.00035978,7.48689
dreams-quest,Dreams Quest,dreams,0.00015923,0.0,0,1,0,0,6223.0,464390.0,165775.0,0.00016034,0.000156,-8.86349990981e-07,-0.55358,0.0,0.0,0.0,2917269327.19017,4000000000.0,1.82,-99.99127,0.00013689,16.25932
5tars,5TARS,5tars,0.00222352,0.0,0,1,0,0,6223.0,2223524.0,92.79,0.00226496,0.0022233,-4.1411402461558e-05,-1.82837,0.0,0.0,0.0,1000000000.0,1000000000.0,0.0084954,-73.82674,0.0022233,0.00994
feather,FEATHER,fea,0.04434139,0.0,0,1,0,0,6223.0,441.15,160.85,0.071727,0.04329706,-0.0185621950767557,-29.50896,0.0,0.0,0.0,9949.0,9999996.0,15.56,-99.71461,0.02357623,88.35235
trinity-of-the-fabled-abyss-fragment,Trinity Of The Fabled Abyss Fragment,abys,0.00030311,0.0,0,1,0,0,6223.0,181870.0,82002.0,0.00030389,0.00029009,9.61e-06,3.27311,0.0,0.0,0.0,600000000.0,600000000.0,0.068258,-99.55565,0.00026778,13.2642
goblintown-2,gob,gob,0.00104466,0.0,0,1,0,0,6223.0,10484383.0,11850777.0,0.00177448,0.0010125,-0.0006069440805363,-36.74872,0.0,0.0,0.0,9999997170.45,10000000000.0,0.00177448,-40.75282,0.0010125,3.83455
snake-ai,Snake AI,snakeai,0.00226868,0.0,0,1,0,0,6223.0,22686778.0,95290.0,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,10000000000.0,10000000000.0,0.00243712,-6.91157,0.00010027,2162.57042
pomerium-ecosystem,Pomerium Ecosystem Token,pmg,0.00381593,0.0,0,1,0,0,6223.0,3813816.0,83287.0,0.00400367,0.00369387,1.812e-05,0.47709,0.0,0.0,0.0,999395720.754815,1000000000.0,0.540583,-99.29429,0.00099856,282.04778
virtual-tourist,Virtual Tourist,vt,0.0046112,0.0,0,1,0,0,6223.0,3688957.0,126515.0,0.00460834,0.00450914,9.313e-05,2.06127,0.0,0.0,0.0,800000000.0,800000000.0,0.126015,-96.36033,0.00065965,595.30081
knight-war-spirits,Knight War Spirits,kws,2.051e-05,0.0,0,1,0,0,6223.0,10254.14,2.5,2.057e-05,2.048e-05,2.1315e-08,0.10404,0.0,0.0,0.0,500000000.0,1000000000.0,0.228171,-99.99101,2.039e-05,0.56106
flappymoonbird,FlappyMoonbird,$fmb,0.0063583,0.0,0,1,0,0,6223.0,6371603.0,66675.0,0.00659022,0.00630199,-0.0002118522478881,-3.22446,0.0,0.0,0.0,1000000000.0,1000000000.0,0.601975,-98.94375,0.00362036,75.62862
force-2,Force,frc,0.00022501,0.0,0,1,0,0,6223.0,141.83,2.83,0.0002257,0.00022277,-1.13093367635e-07,-0.05024,0.0,0.0,0.0,633334.0,1000000000.0,0.255638,-99.91249,0.00021294,5.05997
ibithub,iBitHub,ibh,0.00475418,0.0,0,1,0,0,6223.0,99838.0,42.93,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,21000000.0,1000000000.0,1.051,-99.54761,4.57e-05,10302.29838
arcadeum,Arcadeum,arc,0.01912424,0.0,0,1,0,0,6223.0,191242.0,3.83,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,10000000.0,10000000.0,2.42,-99.2084,0.01249637,53.03839
pixelverse-xyz,Pixelverse,pixfi,0.00037189,0.0,0,1,0,0,6223.0,1857255.0,1774688.0,0.00037784,0.00037001,-4.100142356791e-06,-1.09049,0.0,0.0,0.0,5000000000.0,5000000000.0,0.097683,-99.61939,0.00036372,2.21991
machina,Machina,mxna,0.00304032,0.0,0,1,0,0,6223.0,3040285.0,247711.0,0.00308097,0.00230508,0.00060214,24.69628,0.0,0.0,0.0,1000000000.0,1000000000.0,0.051249,-94.0672,0.00203337,49.53067
snpit-token,SNPIT TOKEN,snpt,0.00408745,0.0,0,1,0,0,6223.0,4088923.0,535081.0,0.00416687,0.0040566,-6.8340962178366e-05,-1.64447,0.0,0.0,0.0,1000000000.0,1000000000.0,0.108329,-96.22681,0.00366452,11.54124
wizzwoods-token,Wizzwoods Token,wizz,0.00455531,0.0,0,1,0,0,6223.0,8199126.0,81681.0,0.00455588,0.00424784,0.00019106,4.37785,0.0,0.0,0.0,1800000000.0,1800000000.0,0.02913878,-84.36486,0.00416753,9.31858
boss-fighters-token,BOSS FIGHTERS Token,bftoken,0.00775489,0.0,0,1,0,0,6223.0,7757610.0,523981.0,0.00805867,0.00738156,-0.0002809001732994,-3.49561,0.0,0.0,0.0,1000000000.0,1000000000.0,0.073031,-89.37963,0.00635589,22.03075
game-of-bitcoin-rune,GAME•OF•BITCOIN,games,0.04359413,0.0,0,1,0,0,6223.0,912753.0,465067.0,0.04420178,0.04240606,0.00031321,0.72367,0.0,0.0,0.0,21000000.0,21000000.0,1.08,-95.95991,0.02365378,84.46387
metaelfland,MetaElfLand,meld,0.00027041,0.0,0,1,0,0,6223.0,2702777.0,79958.0,0.00027464,0.00023249,3.382e-05,14.29501,0.0,0.0,0.0,10000000000.0,10000000000.0,0.098783,-99.73042,4.204e-05,533.50557
legion-network,Legion Network,lgx,4.026e-05,0.0,0,1,0,0,6223.0,32610.0,147.37,4.879e-05,4.007e-05,-8.254501008925e-06,-17.01296,0.0,0.0,0.0,810000000.0,1000000000.0,0.216937,-99.98144,7.67e-06,425.08614
bounty-temple,Bounty Temple,tyt,0.00381436,0.0,0,1,0,0,6223.0,183037.0,96488.0,0.00449313,0.00381308,-0.0006787685052375,-15.10681,0.0,0.0,0.0,48000000.0,48000000.0,2.5,-99.84765,0.00099849,281.9028
kamigotchi-onyx,ONYX,onyx,3.78,0.0,0,1,0,0,6223.0,3776237.0,4398.59,3.98,3.66,-0.1347232580429223,-3.44506,0.0,0.0,0.0,1000000.0,1000000.0,4.58,-17.46071,3.53,7.16528
staika,Staika,stik,0.902909,0.0,0,1,0,0,6223.0,225787685.0,191117.0,0.919064,0.875178,0.00801947,0.89614,0.0,0.0,0.0,250000000.0,1000000000.0,5.58,-83.81082,0.778799,15.89856
beyond-gaming,Beyond Gaming,bdg,0.00161535,0.0,0,1,0,0,6223.0,32300804.0,223277.0,0.0016172,0.00159694,1.622e-05,1.01424,0.0,0.0,0.0,20000000000.0,20000000000.0,0.00349665,-53.75575,0.00134246,20.45074
kingdomverse,Kingdomverse,king,0.00014415,0.0,0,1,0,0,6223.0,144152.0,4769.43,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,1000000000.0,1000000000.0,0.066944,-99.78467,6.51e-06,2113.58039
guildqb-token,GuildQB Token,gqb,0.00066451,0.0,0,1,0,0,6223.0,6645095.0,5994.75,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,10000000000.0,10000000000.0,0.02469118,-97.30872,0.00037805,75.77266
batching-ai,Batching.AI,batch,0.00023142,0.0,0,1,0,0,6223.0,231522.0,206713.0,0.00031981,0.000218,-8.8384868508921e-05,-27.63696,0.0,0.0,0.0,1000000000.0,1000000000.0,0.02141467,-98.9189,0.000218,6.20121
aspo-world,ASPO World,aspo,0.00110963,0.0,0,1,0,0,6223.0,554633.0,14.7,0.00111492,0.00110718,7.52807e-07,0.06789,0.0,0.0,0.0,500000000.0,500000000.0,1.72,-99.93545,0.00110193,0.66288
drife-2,Drife,drf,7.327e-05,0.0,0,1,0,0,6223.0,73272.0,394.81,8.973e-05,7.266e-05,-2.54728909349e-06,-3.35969,0.0,0.0,0.0,1000000000.0,1000000000.0,0.03745335,-99.7961,5.232e-05,45.95924
attarius,Attarius,atrs,0.00580755,0.0,0,1,0,0,6223.0,174979.5,85702.0,0.00670019,0.00538736,0.00028243,5.1118,0.0,0.0,0.0,999842256.129972,1000000000.0,0.102196,-94.30669,0.00034976,1563.53225
step,Step,step,2.01175e-10,0.0,0,1,0,0,6223.0,0.201175,0.0,2.01175e-10,2.01175e-10,0.0,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,0.064802,-100.0,9.9277e-11,102.64001
brilliant-crypto-token,Brilliant Crypto Token,bril,0.02119135,0.0,0,1,0,0,6223.0,21177120.0,4794.93,0.03217511,0.02044696,0.00045801,2.20907,0.0,0.0,0.0,1000000000.0,1000000000.0,0.072473,-70.80834,0.01978323,6.93893
devikins,Devikins,dvk,0.00022954,0.0,0,1,0,0,6223.0,1831183.0,1067.59,0.00023291,0.0002227,7.51911e-07,0.32865,0.0,0.0,0.0,7977640406.529997,10000000000.0,0.110027,-99.79479,4.989e-05,352.60684
shoefy,ShoeFy,shoe,0.00097488,0.0,0,1,0,0,6223.0,97845.0,81974.0,0.00097846,0.00094677,2.795e-05,2.95177,0.0,0.0,0.0,100000000.0,100000000.0,0.856973,-99.88847,0.00065215,46.55703
racefi,RaceFi,racefi,0.00061538,0.0,0,1,0,0,6223.0,123075.0,13.72,0.00061538,0.00061531,6.0603e-08,0.00985,0.0,0.0,0.0,200000000.0,200000000.0,0.848559,-99.92748,0.00061531,0.00998
bunicorn,Bunicorn,buni,0.00241623,0.0,0,1,0,0,6223.0,256919.0,13.56,0.00241607,0.00239306,1.268e-05,0.52743,0.0,0.0,0.0,106338166.0,1000000000.0,0.611946,-99.60538,0.00132739,81.92434
elixir-token,Elixir Games,elix,0.00359718,0.0,0,1,0,0,6223.0,5404402.0,563429.0,0.0036176,0.0035487,-2.0421782910622e-05,-0.56451,0.0,0.0,0.0,1500000000.0,1500000000.0,0.10443,-96.55045,0.00338046,6.5645
aipocalypto,Aipocalypto,aipo,0.00440656,0.0,0,1,0,0,6223.0,2203279.0,5218.3,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,500000000.0,500000000.0,0.01771481,-75.125,0.00160768,174.09361
valeria,Valeria,val,4.555e-05,0.0,0,1,0,0,6223.0,18218.35,43.12,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,400000000.0,400000000.0,0.931115,-99.99511,4.548e-05,0.15456
tale,TALE,tale,5.21e-06,0.0,0,1,0,0,6223.0,5204.84,10.68,5.22e-06,5.16e-06,4.3763e-08,0.84792,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00183161,-99.71583,5.15e-06,1.1041
cryptomines-eternal,CryptoMines Eternal,eternal,0.052703,0.0,0,1,0,0,6223.0,263513.0,1210.44,0.056924,0.05222,-0.0028114249614289,-5.06435,0.0,0.0,0.0,5000000.0,1000000000.0,807.58,-99.99349,0.05222,0.638
synergy-land-token,Synergy Land Token,sng,0.0001435,0.0,0,1,0,0,6223.0,28720.0,1.2,0.00014361,0.00014333,3.669e-08,0.02557,0.0,0.0,0.0,200000000.0,200000000.0,0.161932,-99.91139,0.00014333,0.11146
hedera-guild-game,Hedera Guild Game,hgg,0.0015477,0.0,0,1,0,0,6223.0,3094483.0,1134094.0,0.00154917,0.00151592,2.064e-05,1.3517,0.0,0.0,0.0,2000000000.0,2000000000.0,0.00651401,-76.28044,0.00072956,111.78534
renew,ReNeW,renew,0.591568,0.0,0,1,0,0,6223.0,591615951.0,165574.0,0.591823,0.590597,0.0004013,0.06788,0.0,0.0,0.0,1000000000.0,1000000000.0,0.658911,-10.2122,0.262886,125.04853
medieval-empires,Medieval Empires,mee,0.00261297,0.0,0,1,0,0,6223.0,6445580.0,111457.0,0.00268885,0.00260433,-7.5884859880092e-05,-2.8222,0.0,0.0,0.0,2468422174.325541,3000000000.0,0.03167691,-91.75082,0.00241455,8.22233
fofo,FOFO,fofo,0.00017171,0.0,0,1,0,0,6223.0,17261632.0,789193.0,0.00020051,0.00016222,6e-06,3.62349,0.0,0.0,0.0,100000000000.0,100000000000.0,0.00120495,-85.64985,0.00011324,52.70178
counterfire-economic-coin,Counterfire Economic Coin,cec,0.00250127,0.0,0,1,0,0,6223.0,2504023.0,96457.0,0.00257602,0.00249909,-5.7786443063782e-05,-2.25811,0.0,0.0,0.0,1000000000.0,1000000000.0,0.055136,-95.45539,0.00245124,2.22236
not-pixel,Not Pixel,px,0.063575,0.0,0,1,0,0,6223.0,15681347.0,137253.0,0.064884,0.061943,-0.0007094531970235,-1.10362,0.0,0.0,0.0,250000000.0,250000000.0,0.260763,-75.87089,0.03995241,57.48695
nana-token,NANA Token,nana,7.874e-05,0.0,0,1,0,0,6223.0,23546.0,112.44,7.984e-05,7.474e-05,2.66e-06,3.50132,0.0,0.0,0.0,298738669.0283878,1000000000.0,0.04301976,-99.81724,7.474e-05,5.19088
anima,ANIMA,anima,0.00053657,0.0,0,1,0,0,6223.0,402195.0,1960.96,0.00056093,0.00045226,7.97e-05,17.44417,0.0,0.0,0.0,750000000.0,750000000.0,0.01707698,-96.86066,0.00031516,70.108
5th-scape,5th Scape,$5scape,0.00012842,0.0,0,1,0,0,6223.0,668673.0,203170.0,0.00013457,0.00012831,-3.4989211801e-07,-0.27173,0.0,0.0,0.0,5211000000.0,5211000000.0,0.00239798,-94.64923,0.0001277,0.47552
project-xeno,PROJECT XENO,gxe,0.00203437,0.0,0,1,0,0,6223.0,12218992.0,174428.0,0.00210187,0.00201597,-4.1777598138772e-05,-2.01227,0.0,0.0,0.0,6000000000.0,6000000000.0,0.178623,-98.85831,0.00106831,90.89132
four,Four,form,2.88,0.0,0,1,0,0,6223.0,831541363.0,11557622.0,2.89,2.68,0.201549,7.52253,0.0,0.0,0.0,288948968.607297,1000000000.0,3.03,-5.23127,1.69,70.35852
x-empire,X Empire,x,4.75e-05,0.0,0,1,0,0,6223.0,32671427.0,15718066.0,4.836e-05,4.571e-05,1.2e-06,2.5826,0.0,0.0,0.0,690000000000.0,690000000000.0,0.00056127,-91.54955,3.329e-05,42.48528
xhunt,XHUNT,xhunt,0.00101105,0.0,0,1,0,0,6223.0,1011104.0,62659.0,0.0010301,0.00100099,-1.8976153627746e-05,-1.8423,0.0,0.0,0.0,1000000000.0,1000000000.0,0.391043,-99.7417,0.0009153,10.35363
cradle-games,Cradle Games,cradle,1.7,0.0,0,1,0,0,6223.0,1655616.0,7764.93,1.7,1.51,0.188958,12.47499,0.0,0.0,0.0,972733.0,972733.0,3.39,-49.78638,0.887156,91.71979
gamecredits,GameCredits,game,0.00070844,0.0,0,1,0,0,6223.0,141689.0,0.165776,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,200000000.0,1000000000.0,6.67,-99.98937,3.25e-06,21693.0771
hypercomic,HYPERCOMIC,hyco,4.89e-06,0.0,0,1,0,0,6223.0,2867.99,7038.89,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,586382697.6748456,1000000000.0,0.644246,-99.99924,4.03e-06,21.34805
kaby-arena,Kaby Arena,kaby,0.00016361,0.0,0,1,0,0,6223.0,43037.0,8.76,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,263037653.785894,1000000000.0,0.178272,-99.90822,0.00014284,14.54303
earth-2-essence,Earth 2 Essence,ess,0.04097777,0.0,0,1,0,0,6223.0,14848561.0,27366.0,0.04090102,0.03602743,0.00474549,13.09742,0.0,0.0,0.0,363160830.0402,1000000000.0,0.144422,-71.71725,0.02350468,73.78005
swords-and-dungeons-gold,Swords & Dungeons GOLD,gold,0.01708175,0.0,0,1,0,0,6223.0,500769.0,64531.0,0.01743166,0.016262,0.0006314,3.8382,0.0,0.0,0.0,29316042.0,29316042.0,0.136026,-87.44278,0.00907277,88.26716
pancake-games,Pancake Games,gcake,4.146e-08,0.0,0,1,0,0,6223.0,414592.0,42.6,4.1462e-08,3.8666e-08,1.77074e-10,0.42893,0.0,0.0,0.0,10000000000000.0,10000000000000.0,5.036e-05,-99.91772,8.62e-09,380.71376
ai-nexus,AI Nexus,a1x,0.00269023,0.0,0,1,0,0,6223.0,2690234.0,248822.0,0.00336103,0.00251403,-4.803593632284e-06,-0.17824,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00346186,-22.52184,0.00216946,23.63362
mgold,MGold,mgt,0.00248286,0.0,0,1,0,0,6223.0,193065.0,522.04,0.00249379,0.00236682,8.485e-05,3.53846,0.0,0.0,0.0,77783602.55788727,1000000000.0,0.02048346,-87.90102,0.00176717,40.24059
miner-arena,Miner Arena,minar,0.02122201,0.0,0,1,0,0,6223.0,4240302.0,16038.3,0.02127133,0.02101233,0.00011172,0.5292,0.0,0.0,0.0,200000000.0,1000000000.0,0.422214,-94.97604,0.02086742,1.65056
epics-token,Epics Token,epct,0.01331339,0.0,0,1,0,0,6223.0,13313381.0,1.092,0.01342128,0.01316478,2.3e-06,0.01731,0.0,0.0,0.0,999999683.661021,1000000000.0,0.01919581,-30.64431,0.01171538,13.64027
bubblefong,Bubblefong,bbf,0.00118206,0.0,0,1,0,0,6223.0,827478.0,7808.55,0.00155012,0.00074999,-0.0003619762591793,-23.44356,0.0,0.0,0.0,700000000.0,1000000000.0,33.99,-99.99652,0.00071113,66.22922
xpet-tech,xPet.tech,xpet,0.01701161,0.0,0,1,0,0,6223.0,283414.0,81750.0,0.01777287,0.01643032,-0.0004887601793099,-2.79286,0.0,0.0,0.0,16650221.0,300000000.0,3.28,-99.4806,0.00470129,261.84048
land-of-heroes-2,Land Of Heroes,loh,7.701e-05,0.0,0,1,0,0,6223.0,174979.5,35584.0,7.801e-05,7.6e-05,-9.94950008843e-07,-1.27554,0.0,0.0,0.0,999842256.129972,1000000000.0,0.02344581,-99.67156,4.009e-05,92.07548
magic-crystal,Magic Crystal,mc,0.100333,0.0,0,1,0,0,6223.0,100333.0,1472.13,0.100333,0.094844,0.00150333,1.52113,0.0,0.0,0.0,1000000.0,10000000.0,3.66,-97.267,0.050888,96.81139
galactic-arena-the-nftverse,Galactic Arena: The NFTverse,gan,3.746e-05,0.0,0,1,0,0,6223.0,37443.0,77879.0,3.804e-05,3.537e-05,1.73531e-07,0.46538,0.0,0.0,0.0,1000000000.0,1000000000.0,0.079819,-99.95307,3.537e-05,5.90166
souni-token,Souni,son,2.648e-05,0.0,0,1,0,0,6223.0,264813.0,388802.0,3.536e-05,1.046e-05,1.596e-05,151.62229,0.0,0.0,0.0,10000000000.0,1000000000.0,0.00398997,-99.33214,9.21e-06,189.32926
wrapped-oas,Wrapped OAS,woas,0.01102053,0.0,0,1,0,0,6223.0,870257.0,16818.5,0.01120505,0.01079084,0.00015027,1.38241,0.0,0.0,0.0,78950006.01141521,1000000000.0,0.141084,-92.18852,0.01015051,8.57312
ready-to-fight,Ready to Fight,rtf,0.02477702,0.0,0,1,0,0,6223.0,9920612.0,490640.0,0.02516854,0.02439,-0.0003311624971486,-1.31894,0.0,0.0,0.0,400000000.0,400000000.0,0.286538,-91.34965,0.00977169,153.65684
fusednfurious,FusedNFurious,fnfs,1.7607e-07,0.0,0,1,0,0,6223.0,1760.7,257.64,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,10000000000.0,10000000000.0,0.470044,-99.99996,6.7524e-08,160.74974
arker-2,Arker,arker,3.124e-05,0.0,0,1,0,0,6223.0,62477.0,1.83,0.000232565,0.00020407999999999998,3.3768800000000005e-07,1.1562299999999999,356.71000000000004,0.69408,0.0,2000000000.0,2000000000.0,0.434514,-99.99281,2.595e-05,20.38011
outlanders,Outlanders,land,0.00136244,0.0,0,1,0,0,6223.0,2723784.0,249891.0,0.00144954,0.0013484,-2.1477993446503e-05,-1.55197,0.0,0.0,0.0,2000000000.0,1000000000.0,0.01794309,-92.4128,0.00047237,188.20061
wasd-studios,WASD Studios,wasd,0.00027803,0.0,0,1,0,0,6223.0,277942.0,445.25,0.00027794,0.0002602,1.576e-05,6.01076,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00400971,-93.16182,0.00023806,15.17574
woof-2,Woof,woof,4.011e-05,0.0,0,1,0,0,6223.0,685787.0,4519.32,4.264e-05,3.923e-05,-1.82106744826e-07,-0.45194,0.0,0.0,0.0,17126660020.0,18000000000.0,0.00081096,-95.06257,3.529e-05,13.47318
